,quarter,from_project_name,grant_pool_name,to_project_name,total_funding
369,2022-04-01 00:00:00+00:00,gitcoin,CGrants - Direct,wevm,1056.7681407385292
370,2022-10-01 00:00:00+00:00,gitcoin,CGrants - Direct,openzeppelin,116.95770359999999
371,2019-10-01 00:00:00+00:00,gitcoin,GG-03,hardhat-nomicfoundation,221.0
372,2020-01-01 00:00:00+00:00,gitcoin,GG-05,ethers-io,209.27885976247228
373,2020-01-01 00:00:00+00:00,gitcoin,GG-05,hardhat-nomicfoundation,339.6164062990986
374,2020-10-01 00:00:00+00:00,gitcoin,GG-07,walletconnect,50957.20726899895
375,2020-10-01 00:00:00+00:00,gitcoin,CGrants - Direct,prysmaticlabs,3869.6293851484293
376,2020-04-01 00:00:00+00:00,gitcoin,GG-05,walletconnect,1988.3329975644806
377,2021-07-01 00:00:00+00:00,gitcoin,GG-11,prettier-solidity,394.7423949213004
378,2022-07-01 00:00:00+00:00,gitcoin,GG-15,teku-consensys,51.3528
379,2024-04-01 00:00:00+00:00,gitcoin,GG-20 - 27,wighawag,1748.1071516623215
380,2020-01-01 00:00:00+00:00,gitcoin,CGrants - Direct,lighthouse-sigp,2593.115498073698
381,2023-04-01 00:00:00+00:00,gitcoin,CGrants - Direct,go-ethereum,128.67085
382,2019-10-01 00:00:00+00:00,gitcoin,GG-03,lighthouse-sigp,11837.305067
383,2023-04-01 00:00:00+00:00,optimism,retropgf2,ethers-io,313711.5
384,2020-07-01 00:00:00+00:00,gitcoin,CGrants - Direct,walletconnect,3105.8280790504195
385,2020-07-01 00:00:00+00:00,gitcoin,GG-07,wighawag,113.36510249059125
386,2020-01-01 00:00:00+00:00,gitcoin,CGrants - Direct,walletconnect,404.133
387,2024-10-01 00:00:00+00:00,optimism,retrofunding5,go-ethereum,398725.957972734
388,2019-04-01 00:00:00+00:00,gitcoin,CGrants - Direct,ethers-io,180.0
389,2021-10-01 00:00:00+00:00,gitcoin,CGrants - Direct,vyperlang,261.88462449885003
390,2022-04-01 00:00:00+00:00,gitcoin,GG-14,teku-consensys,1.0
391,2020-07-01 00:00:00+00:00,gitcoin,GG-06,ethers-io,2707.2415628237322
392,2022-07-01 00:00:00+00:00,gitcoin,GG-15,prettier-solidity,14.174275502622809
393,2024-10-01 00:00:00+00:00,optimism,retrofunding5,reth-paradigmxyz,273658.442879558
394,2023-04-01 00:00:00+00:00,optimism,retropgf2,blst-supranational,60921.0
395,2019-07-01 00:00:00+00:00,gitcoin,CGrants - Direct,lighthouse-sigp,12510.0
396,2023-04-01 00:00:00+00:00,optimism,retropgf2,nimbus-status-im,126027.0
397,2022-04-01 00:00:00+00:00,gitcoin,GG-14,revm-bluealloy,105.04240273603966
398,2020-10-01 00:00:00+00:00,gitcoin,CGrants - Direct,wighawag,13.705000000000002
399,2019-10-01 00:00:00+00:00,gitcoin,CGrants - Direct,prysmaticlabs,15764.4420046104
400,2024-10-01 00:00:00+00:00,optimism,retrofunding5,solidity-ethereum,348032.917962818
401,2019-04-01 00:00:00+00:00,gitcoin,CGrants - Direct,hardhat-nomicfoundation,3.0
402,2024-10-01 00:00:00+00:00,optimism,retrofunding5,lighthouse-sigp,237160.421099024
403,2021-04-01 00:00:00+00:00,gitcoin,GG-10,teku-consensys,1.0
404,2020-10-01 00:00:00+00:00,gitcoin,CGrants - Direct,prettier-solidity,214.12193374190502
405,2020-10-01 00:00:00+00:00,gitcoin,CGrants - Direct,vyperlang,14.249999999999996
406,2024-07-01 00:00:00+00:00,optimism,retrofunding4,eth-infinitism-account-abstraction,410040.345794696
407,2023-04-01 00:00:00+00:00,optimism,retropgf2,crate-crypto,36348.0
408,2024-10-01 00:00:00+00:00,optimism,retrofunding5,grandinetech,214333.73056824302
409,2021-01-01 00:00:00+00:00,gitcoin,GG-09,solidity-ethereum,0.98
410,2024-01-01 00:00:00+00:00,optimism,retropgf3,revm-bluealloy,695654.995
411,2024-10-01 00:00:00+00:00,optimism,retrofunding5,eth-infinitism-account-abstraction,277181.242159485
412,2023-04-01 00:00:00+00:00,optimism,retropgf2,teku-consensys,117300.0
413,2019-01-01 00:00:00+00:00,gitcoin,GG-02,walletconnect,828.0
414,2023-04-01 00:00:00+00:00,optimism,retropgf2,wevm,704083.5
